target,rule
hng6 q2 tqc85 y64 s3 y94 fd12 ogu03 upc6 s3 ,2
q2 y64 e48 iv57 ax15 y94 u6 upc6 fd12 u6 ,2
hng6 ogu03 p4 l65 v33 t04 aoz6 zj0 oh03 hng6 ,4
oh03 uds4 uds4 uds4 v33 y64 rcs2 fd12 l65 tqc85 ,3
hng6 l65 wdz3 iv57 dd54 s3 l65 n04 l65 zj0 ,1
y94 dd54 nz5 iv57 aoz6 aoz6 jf7 q2 jf7 ix86 ,0
y64 fd12 oh03 n04 v33 l65 ogu03 l65 uds4 hng6 ,3
zj0 t04 v33 hng6 upc6 jf7 wdz3 p4 n04 oh03 ,4
v33 fd12 p4 wdz3 t04 t04 v33 nz5 l65 nz5 ,3
q2 s3 s3 iv57 tqc85 nf8 jf7 ax15 l65 fd12 ,2
fd12 oh03 upc6 n04 wdz3 v33 wdz3 wdz3 ax15 t04 ,3
upc6 s3 tqc85 zj0 y64 jf7 l65 u6 y64 dd54 ,1
iv57 dd54 iv57 e48 ogu03 ax15 zj0 z33 nf8 nf8 ,1
ax15 ogu03 oh03 dd54 u6 l65 q2 upc6 ix86 y64 ,0
p4 oh03 upc6 tqc85 dd54 q2 q2 uds4 y64 z33 ,0
ax15 wdz3 fd12 ax15 e48 t04 oh03 aoz6 aoz6 v33 ,3
tqc85 n04 uds4 fd12 z33 y94 oh03 ogu03 ax15 q2 ,2
jf7 iv57 e48 uds4 y64 v33 y94 zj0 s3 aoz6 ,4
dd54 ax15 tqc85 dd54 upc6 oh03 zj0 aoz6 iv57 ix86 ,1
p4 v33 z33 tqc85 y94 t04 aoz6 e48 l65 fd12 ,3
wdz3 zj0 t04 oh03 v33 aoz6 upc6 hng6 l65 upc6 ,4
y94 e48 q2 fd12 l65 ogu03 s3 y64 wdz3 l65 ,2
iv57 iv57 iv57 dd54 e48 nz5 ogu03 zj0 uds4 e48 ,1
z33 oh03 ax15 aoz6 hng6 tqc85 tqc85 zj0 aoz6 dd54 ,1
tqc85 s3 fd12 t04 rcs2 n04 aoz6 v33 hng6 iv57 ,3
p4 e48 uds4 s3 t04 fd12 y94 y64 n04 q2 ,2
dd54 dd54 ix86 aoz6 upc6 z33 y94 q2 ix86 upc6 ,0
jf7 q2 s3 nf8 jf7 t04 oh03 y94 l65 dd54 ,0
fd12 n04 z33 aoz6 v33 rcs2 uds4 nz5 uds4 aoz6 ,3
rcs2 rcs2 ogu03 aoz6 zj0 jf7 dd54 y64 z33 upc6 ,1
e48 zj0 y94 e48 v33 p4 z33 s3 z33 rcs2 ,4
q2 l65 nz5 iv57 dd54 q2 nf8 rcs2 u6 iv57 ,0
ix86 jf7 e48 aoz6 fd12 q2 tqc85 z33 y64 y94 ,2
wdz3 nz5 n04 q2 p4 dd54 nz5 z33 hng6 tqc85 ,0
nz5 v33 wdz3 rcs2 n04 wdz3 l65 zj0 nz5 n04 ,4
upc6 y94 zj0 t04 v33 ogu03 y64 ax15 u6 e48 ,4
n04 y94 wdz3 n04 t04 q2 e48 ogu03 dd54 p4 ,0
q2 tqc85 e48 ogu03 wdz3 l65 dd54 wdz3 upc6 hng6 ,0
l65 hng6 zj0 rcs2 oh03 upc6 t04 v33 t04 jf7 ,4
dd54 hng6 ogu03 hng6 q2 y64 uds4 q2 wdz3 upc6 ,0
p4 uds4 t04 n04 rcs2 fd12 u6 v33 wdz3 jf7 ,3
rcs2 aoz6 fd12 ax15 tqc85 v33 ax15 rcs2 p4 nz5 ,3
hng6 u6 z33 wdz3 z33 v33 zj0 v33 hng6 v33 ,4
v33 ogu03 rcs2 t04 ax15 ogu03 n04 l65 fd12 ogu03 ,3
tqc85 u6 fd12 s3 p4 v33 fd12 ax15 uds4 upc6 ,3
tqc85 rcs2 z33 s3 t04 s3 zj0 v33 ax15 tqc85 ,4
l65 jf7 iv57 s3 u6 fd12 ix86 q2 y64 y94 ,2
u6 jf7 l65 y64 n04 zj0 nz5 rcs2 hng6 v33 ,4
oh03 fd12 upc6 rcs2 l65 t04 q2 tqc85 s3 p4 ,2
rcs2 jf7 ax15 wdz3 fd12 uds4 wdz3 aoz6 fd12 v33 ,3
q2 fd12 l65 nz5 z33 jf7 jf7 rcs2 e48 u6 ,2
tqc85 u6 s3 n04 wdz3 hng6 upc6 fd12 q2 upc6 ,2
ix86 nz5 ix86 v33 y94 y94 u6 zj0 y64 uds4 ,4
nz5 p4 nz5 l65 fd12 ogu03 oh03 q2 s3 ix86 ,2
p4 s3 hng6 dd54 hng6 iv57 y64 uds4 q2 aoz6 ,0
fd12 rcs2 nf8 oh03 ix86 aoz6 l65 jf7 u6 q2 ,2
v33 uds4 l65 z33 rcs2 s3 fd12 fd12 n04 nf8 ,3
hng6 zj0 iv57 dd54 dd54 y94 p4 rcs2 nf8 dd54 ,1
y64 y94 dd54 wdz3 hng6 ix86 q2 nf8 upc6 ix86 ,0
jf7 p4 fd12 z33 t04 ax15 ogu03 y94 e48 v33 ,3
hng6 hng6 ax15 nz5 ogu03 wdz3 zj0 uds4 oh03 v33 ,4
e48 t04 z33 ogu03 zj0 t04 dd54 oh03 e48 n04 ,1
y94 zj0 aoz6 ix86 dd54 u6 rcs2 uds4 z33 nf8 ,1
p4 hng6 v33 y64 s3 ax15 p4 zj0 wdz3 rcs2 ,4
v33 p4 y94 y64 hng6 e48 nf8 fd12 l65 y64 ,3
dd54 y94 nf8 ogu03 zj0 e48 e48 y64 upc6 l65 ,1
v33 ax15 iv57 zj0 aoz6 y94 nz5 oh03 p4 oh03 ,4
tqc85 l65 ogu03 fd12 rcs2 tqc85 l65 q2 q2 upc6 ,2
z33 u6 ax15 rcs2 e48 uds4 zj0 upc6 upc6 v33 ,4
dd54 ix86 zj0 hng6 wdz3 iv57 ax15 nz5 wdz3 z33 ,1
y94 n04 n04 oh03 e48 tqc85 dd54 zj0 tqc85 rcs2 ,1
ax15 y64 n04 z33 fd12 q2 t04 l65 n04 l65 ,2
s3 v33 s3 ix86 fd12 tqc85 u6 hng6 iv57 e48 ,3
oh03 dd54 q2 rcs2 rcs2 oh03 s3 dd54 u6 uds4 ,0
ix86 e48 ix86 rcs2 fd12 uds4 ix86 n04 t04 v33 ,3
nz5 wdz3 q2 iv57 oh03 wdz3 fd12 aoz6 y64 t04 ,2
ix86 z33 v33 p4 z33 fd12 n04 ix86 s3 ax15 ,3
ax15 wdz3 uds4 uds4 ax15 y94 e48 dd54 nf8 zj0 ,1
rcs2 l65 t04 q2 l65 hng6 fd12 oh03 hng6 y64 ,2
oh03 u6 rcs2 n04 y64 jf7 iv57 dd54 q2 tqc85 ,0
hng6 t04 hng6 e48 ax15 t04 v33 ogu03 v33 fd12 ,3
ax15 uds4 z33 dd54 dd54 q2 wdz3 y64 rcs2 oh03 ,0
q2 l65 y94 y94 tqc85 jf7 y94 l65 uds4 dd54 ,0
z33 zj0 upc6 hng6 s3 e48 jf7 dd54 e48 upc6 ,1
dd54 u6 zj0 s3 u6 z33 tqc85 iv57 l65 zj0 ,1
q2 iv57 upc6 s3 dd54 dd54 uds4 uds4 wdz3 uds4 ,0
nf8 jf7 y94 p4 v33 z33 iv57 l65 ogu03 zj0 ,4
y94 nz5 zj0 n04 v33 tqc85 l65 nz5 n04 v33 ,4
fd12 iv57 v33 upc6 v33 z33 p4 oh03 rcs2 ogu03 ,3
nz5 oh03 jf7 upc6 v33 fd12 t04 l65 s3 aoz6 ,3
jf7 dd54 n04 u6 ax15 q2 n04 y94 tqc85 q2 ,0
ogu03 s3 p4 hng6 zj0 ix86 hng6 rcs2 oh03 dd54 ,1
nf8 v33 uds4 z33 n04 y94 n04 fd12 nz5 uds4 ,3
v33 s3 u6 uds4 aoz6 n04 zj0 p4 v33 wdz3 ,4
n04 zj0 ax15 y64 dd54 l65 nf8 dd54 z33 upc6 ,1
tqc85 tqc85 y94 wdz3 dd54 n04 oh03 aoz6 s3 zj0 ,1
v33 nf8 nz5 tqc85 y64 zj0 uds4 l65 jf7 oh03 ,4
y64 upc6 l65 y64 dd54 iv57 zj0 dd54 t04 wdz3 ,1
y64 v33 oh03 zj0 p4 rcs2 wdz3 iv57 v33 y64 ,4
t04 s3 u6 q2 upc6 ix86 tqc85 dd54 ax15 s3 ,0
rcs2 y64 v33 rcs2 nz5 fd12 ogu03 nf8 p4 s3 ,3
nz5 wdz3 wdz3 iv57 oh03 ax15 v33 zj0 nz5 l65 ,4
nz5 l65 z33 rcs2 y64 fd12 oh03 v33 oh03 v33 ,3
u6 tqc85 oh03 t04 y94 wdz3 e48 v33 z33 zj0 ,4
iv57 aoz6 zj0 n04 rcs2 ax15 nz5 nz5 dd54 s3 ,1
nf8 n04 tqc85 rcs2 e48 dd54 wdz3 q2 u6 rcs2 ,0
v33 v33 ax15 s3 aoz6 nz5 fd12 fd12 wdz3 hng6 ,3
rcs2 zj0 y94 e48 rcs2 u6 p4 hng6 ix86 v33 ,4
oh03 v33 s3 v33 u6 jf7 z33 y64 nf8 zj0 ,4
ax15 oh03 nf8 dd54 s3 q2 iv57 nz5 jf7 s3 ,0
fd12 nz5 hng6 ix86 hng6 oh03 v33 hng6 rcs2 ogu03 ,3
ix86 uds4 nf8 uds4 nf8 ix86 v33 ix86 aoz6 zj0 ,4
uds4 jf7 uds4 ogu03 fd12 v33 iv57 nf8 z33 hng6 ,3
ix86 p4 uds4 fd12 z33 p4 u6 v33 jf7 hng6 ,3
ogu03 p4 v33 fd12 upc6 z33 ix86 v33 ix86 ax15 ,3
q2 ix86 upc6 uds4 q2 u6 nf8 dd54 t04 s3 ,0
nf8 dd54 dd54 zj0 l65 nz5 l65 t04 ix86 s3 ,1
uds4 ax15 jf7 fd12 upc6 ogu03 l65 l65 v33 l65 ,3
u6 ix86 n04 y94 v33 p4 aoz6 n04 zj0 ax15 ,4
u6 oh03 iv57 ogu03 hng6 n04 ogu03 dd54 zj0 t04 ,1
fd12 y94 wdz3 z33 e48 e48 s3 v33 p4 oh03 ,3
dd54 q2 ogu03 ax15 nf8 l65 jf7 z33 oh03 ax15 ,0
l65 n04 tqc85 q2 n04 wdz3 ix86 nf8 l65 fd12 ,2
n04 aoz6 p4 p4 zj0 oh03 e48 oh03 tqc85 v33 ,4
u6 jf7 hng6 l65 dd54 s3 upc6 uds4 nf8 zj0 ,1
zj0 e48 aoz6 hng6 jf7 dd54 y64 s3 uds4 nz5 ,1
l65 oh03 upc6 v33 u6 u6 tqc85 hng6 l65 fd12 ,3
nz5 u6 z33 ix86 zj0 wdz3 dd54 ax15 rcs2 p4 ,1
zj0 t04 y64 e48 iv57 y64 nf8 dd54 uds4 nf8 ,1
q2 s3 z33 ax15 z33 fd12 aoz6 aoz6 ax15 t04 ,2
uds4 wdz3 aoz6 u6 n04 tqc85 ix86 oh03 fd12 q2 ,2
dd54 s3 s3 q2 aoz6 rcs2 u6 wdz3 uds4 ix86 ,0
v33 e48 upc6 wdz3 t04 v33 z33 t04 fd12 wdz3 ,3
hng6 tqc85 tqc85 aoz6 t04 v33 zj0 s3 nz5 nz5 ,4
n04 y94 p4 l65 z33 fd12 v33 ax15 n04 ix86 ,3
rcs2 ix86 ogu03 zj0 oh03 ogu03 dd54 upc6 rcs2 l65 ,1
zj0 iv57 dd54 jf7 ax15 dd54 dd54 tqc85 y94 hng6 ,1
iv57 zj0 iv57 hng6 iv57 s3 dd54 rcs2 s3 nz5 ,1
u6 v33 e48 nz5 zj0 ogu03 uds4 t04 oh03 oh03 ,4
wdz3 hng6 tqc85 e48 l65 zj0 l65 dd54 iv57 tqc85 ,1
z33 jf7 oh03 nf8 u6 v33 p4 oh03 zj0 aoz6 ,4
e48 ogu03 tqc85 aoz6 zj0 ogu03 l65 y94 v33 u6 ,4
t04 wdz3 jf7 zj0 z33 z33 dd54 wdz3 z33 ogu03 ,1
v33 iv57 y64 oh03 p4 y94 ogu03 fd12 u6 ax15 ,3
upc6 y94 hng6 v33 s3 v33 fd12 ogu03 n04 nf8 ,3
l65 nf8 ax15 y64 n04 q2 upc6 dd54 z33 ax15 ,0
wdz3 wdz3 iv57 p4 dd54 nz5 z33 zj0 p4 y94 ,1
s3 jf7 p4 aoz6 q2 ax15 rcs2 p4 z33 fd12 ,2
jf7 hng6 t04 dd54 nf8 y64 hng6 ogu03 q2 wdz3 ,0
z33 n04 z33 zj0 rcs2 upc6 aoz6 dd54 oh03 y64 ,1
dd54 s3 e48 y64 ax15 rcs2 q2 y64 y64 uds4 ,0
u6 z33 e48 z33 t04 q2 dd54 iv57 ogu03 upc6 ,0
e48 ogu03 q2 u6 l65 rcs2 q2 fd12 wdz3 ix86 ,2
ix86 upc6 ix86 t04 nz5 fd12 upc6 ax15 v33 rcs2 ,3
v33 zj0 n04 n04 y64 v33 u6 upc6 oh03 l65 ,4
uds4 y94 nz5 zj0 rcs2 iv57 e48 v33 e48 uds4 ,4
aoz6 iv57 rcs2 n04 nz5 oh03 q2 iv57 nf8 dd54 ,0
t04 iv57 n04 s3 dd54 q2 nz5 dd54 ix86 y64 ,0
fd12 ix86 ogu03 l65 y64 y64 hng6 rcs2 l65 q2 ,2
oh03 oh03 y64 iv57 fd12 ax15 q2 l65 l65 fd12 ,2
ax15 upc6 wdz3 wdz3 y64 tqc85 fd12 q2 oh03 aoz6 ,2
iv57 zj0 n04 t04 ogu03 t04 ogu03 zj0 dd54 jf7 ,1
nz5 aoz6 aoz6 p4 uds4 fd12 fd12 jf7 q2 n04 ,2
y64 ix86 q2 p4 wdz3 t04 z33 fd12 t04 p4 ,2
y94 v33 aoz6 upc6 v33 u6 hng6 wdz3 fd12 oh03 ,3
s3 u6 e48 tqc85 ix86 ax15 dd54 nf8 q2 ax15 ,0
n04 t04 rcs2 v33 t04 zj0 upc6 wdz3 iv57 upc6 ,4
v33 nz5 s3 ogu03 uds4 y64 e48 zj0 t04 nz5 ,4
ax15 y64 uds4 zj0 p4 v33 hng6 zj0 p4 nz5 ,4
p4 dd54 ax15 tqc85 zj0 z33 l65 jf7 jf7 ax15 ,1
iv57 t04 ix86 v33 t04 hng6 zj0 p4 nf8 nz5 ,4
jf7 e48 l65 v33 s3 zj0 z33 ogu03 t04 ogu03 ,4
t04 uds4 e48 wdz3 y94 dd54 dd54 y64 tqc85 q2 ,0
y94 dd54 z33 nz5 tqc85 q2 wdz3 p4 p4 nz5 ,0
dd54 zj0 uds4 y94 z33 ax15 y64 u6 oh03 hng6 ,1
y64 n04 v33 t04 nf8 n04 fd12 wdz3 p4 u6 ,3
hng6 wdz3 zj0 hng6 nz5 aoz6 e48 t04 dd54 s3 ,1
ix86 y64 ix86 jf7 zj0 rcs2 e48 z33 v33 oh03 ,4
l65 ix86 dd54 p4 upc6 nz5 dd54 nf8 q2 y64 ,0
q2 dd54 aoz6 ogu03 q2 ogu03 s3 tqc85 rcs2 q2 ,0
wdz3 wdz3 hng6 s3 q2 fd12 hng6 ax15 nf8 ogu03 ,2
u6 zj0 l65 y94 v33 t04 ix86 jf7 ax15 uds4 ,4
tqc85 aoz6 y94 wdz3 u6 oh03 zj0 p4 y64 dd54 ,1
z33 e48 v33 fd12 hng6 l65 z33 wdz3 y94 fd12 ,3
s3 iv57 wdz3 dd54 zj0 hng6 y64 zj0 s3 ogu03 ,1
tqc85 ogu03 ax15 nz5 jf7 nz5 fd12 q2 y94 wdz3 ,2
rcs2 z33 dd54 iv57 nz5 u6 jf7 iv57 u6 q2 ,0
tqc85 s3 dd54 y64 dd54 s3 hng6 iv57 zj0 nz5 ,1
y94 e48 e48 fd12 ogu03 z33 v33 uds4 uds4 u6 ,3
nf8 upc6 ax15 hng6 zj0 v33 upc6 ax15 ix86 z33 ,4
zj0 y94 upc6 e48 t04 v33 hng6 l65 z33 s3 ,4
v33 y94 p4 aoz6 aoz6 zj0 aoz6 v33 iv57 uds4 ,4
l65 wdz3 zj0 u6 tqc85 tqc85 nz5 dd54 t04 n04 ,1
fd12 rcs2 v33 oh03 wdz3 tqc85 l65 wdz3 y94 iv57 ,3
y94 ogu03 dd54 wdz3 wdz3 dd54 zj0 p4 n04 rcs2 ,1
jf7 u6 aoz6 ix86 l65 ix86 fd12 jf7 y94 v33 ,3
zj0 wdz3 y64 aoz6 ix86 upc6 ogu03 dd54 aoz6 upc6 ,1
e48 v33 iv57 fd12 oh03 iv57 s3 y94 n04 tqc85 ,3
dd54 y64 oh03 y94 y94 rcs2 zj0 dd54 nf8 hng6 ,1
ogu03 ix86 oh03 zj0 dd54 ax15 n04 t04 ix86 uds4 ,1
dd54 z33 zj0 y94 wdz3 n04 ax15 oh03 t04 z33 ,1
e48 l65 zj0 z33 e48 t04 nz5 z33 ix86 v33 ,4
aoz6 ogu03 fd12 u6 l65 oh03 z33 upc6 q2 s3 ,2
iv57 l65 nf8 q2 dd54 nz5 z33 l65 oh03 dd54 ,0
l65 aoz6 rcs2 tqc85 q2 e48 dd54 dd54 aoz6 ogu03 ,0
ix86 nf8 ogu03 ogu03 hng6 v33 l65 s3 hng6 fd12 ,3
z33 rcs2 oh03 ax15 t04 uds4 s3 q2 jf7 fd12 ,2
z33 l65 e48 ogu03 l65 rcs2 dd54 zj0 zj0 t04 ,1
ogu03 nf8 q2 p4 hng6 wdz3 fd12 uds4 upc6 ix86 ,2
nz5 e48 zj0 nz5 y64 y94 nf8 u6 dd54 nz5 ,1
u6 fd12 z33 rcs2 z33 t04 u6 wdz3 n04 v33 ,3
q2 uds4 tqc85 dd54 oh03 uds4 nz5 q2 aoz6 z33 ,0
hng6 jf7 aoz6 wdz3 e48 rcs2 zj0 v33 aoz6 upc6 ,4
oh03 n04 tqc85 wdz3 n04 ax15 iv57 q2 dd54 y94 ,0
p4 dd54 ax15 oh03 y94 dd54 e48 y64 t04 q2 ,0
v33 y64 z33 nf8 wdz3 aoz6 tqc85 zj0 hng6 p4 ,4
v33 wdz3 e48 p4 oh03 u6 t04 zj0 iv57 oh03 ,4
ogu03 t04 v33 n04 y94 y94 wdz3 hng6 jf7 zj0 ,4
zj0 zj0 ix86 zj0 p4 hng6 dd54 s3 oh03 nz5 ,1
oh03 e48 ax15 p4 dd54 iv57 y94 t04 q2 s3 ,0
p4 jf7 y64 jf7 aoz6 v33 fd12 p4 uds4 p4 ,3
zj0 jf7 z33 ogu03 v33 t04 ix86 p4 tqc85 y64 ,4
aoz6 rcs2 ax15 v33 p4 u6 jf7 zj0 ogu03 nz5 ,4
q2 p4 nf8 s3 y94 t04 aoz6 oh03 nz5 dd54 ,0
oh03 aoz6 oh03 n04 zj0 dd54 ix86 tqc85 wdz3 upc6 ,1
ix86 nz5 fd12 t04 z33 e48 q2 z33 jf7 jf7 ,2
p4 nz5 ogu03 uds4 fd12 jf7 upc6 v33 fd12 aoz6 ,3
t04 oh03 uds4 oh03 z33 l65 v33 zj0 rcs2 e48 ,4
wdz3 fd12 jf7 aoz6 nz5 v33 t04 jf7 p4 ax15 ,3
zj0 y94 y94 y64 upc6 hng6 v33 oh03 y94 zj0 ,4
ax15 l65 rcs2 rcs2 q2 jf7 fd12 jf7 e48 wdz3 ,2
jf7 t04 nz5 ix86 v33 t04 e48 aoz6 z33 fd12 ,3
ogu03 upc6 fd12 p4 ax15 q2 y94 s3 upc6 nf8 ,2
p4 ax15 tqc85 t04 dd54 nf8 jf7 u6 oh03 q2 ,0
e48 jf7 v33 y64 aoz6 aoz6 y94 fd12 hng6 l65 ,3
wdz3 y94 wdz3 iv57 aoz6 v33 wdz3 zj0 z33 upc6 ,4
ogu03 u6 iv57 jf7 e48 u6 s3 dd54 uds4 zj0 ,1
ax15 s3 nf8 upc6 iv57 q2 jf7 hng6 hng6 fd12 ,2
zj0 v33 uds4 y94 ogu03 z33 nz5 y64 t04 nz5 ,4
tqc85 dd54 aoz6 u6 q2 e48 dd54 tqc85 uds4 y64 ,0
wdz3 ax15 ix86 u6 u6 p4 hng6 q2 y94 dd54 ,0
fd12 hng6 y94 n04 hng6 q2 y94 jf7 nz5 n04 ,2
jf7 y94 ogu03 v33 oh03 zj0 oh03 hng6 u6 l65 ,4
ax15 fd12 jf7 fd12 upc6 q2 nz5 l65 s3 nz5 ,2
oh03 uds4 uds4 rcs2 iv57 fd12 uds4 p4 oh03 v33 ,3
fd12 z33 q2 ogu03 ax15 nf8 aoz6 n04 y94 u6 ,2
ax15 ix86 ix86 s3 y64 n04 zj0 ax15 aoz6 v33 ,4
z33 dd54 e48 s3 q2 z33 nf8 hng6 ax15 jf7 ,0
fd12 upc6 u6 y94 y94 nz5 v33 l65 nf8 l65 ,3
iv57 y94 rcs2 ix86 y64 q2 jf7 dd54 ogu03 ix86 ,0
nz5 jf7 p4 fd12 l65 ix86 jf7 tqc85 y64 q2 ,2
aoz6 ogu03 s3 u6 q2 wdz3 nz5 rcs2 fd12 y94 ,2
fd12 e48 nf8 v33 l65 ix86 t04 u6 rcs2 uds4 ,3
n04 v33 ogu03 wdz3 l65 zj0 ix86 v33 y94 n04 ,4
ogu03 n04 zj0 oh03 l65 p4 z33 p4 jf7 v33 ,4
rcs2 v33 jf7 rcs2 s3 zj0 nf8 s3 s3 hng6 ,4
l65 y64 q2 p4 l65 y64 u6 nz5 dd54 u6 ,0
t04 nz5 jf7 hng6 tqc85 zj0 nz5 n04 dd54 jf7 ,1
v33 l65 nz5 p4 e48 nz5 tqc85 tqc85 upc6 fd12 ,3
y94 y94 y64 ix86 dd54 hng6 t04 rcs2 e48 zj0 ,1
y94 upc6 wdz3 fd12 s3 z33 q2 p4 upc6 fd12 ,2
nz5 nf8 y94 iv57 p4 q2 fd12 z33 l65 upc6 ,2
zj0 ogu03 ax15 u6 aoz6 aoz6 tqc85 y94 dd54 ax15 ,1
e48 y94 aoz6 hng6 fd12 wdz3 t04 v33 y64 y94 ,3
ogu03 aoz6 oh03 dd54 ogu03 zj0 zj0 uds4 nz5 p4 ,1
l65 q2 ogu03 dd54 nz5 rcs2 s3 e48 nz5 wdz3 ,0
rcs2 n04 n04 n04 fd12 q2 t04 nz5 s3 y64 ,2
iv57 e48 n04 tqc85 q2 ax15 rcs2 dd54 rcs2 z33 ,0
e48 aoz6 u6 q2 s3 nf8 fd12 q2 ogu03 e48 ,2
ix86 nz5 fd12 v33 ogu03 jf7 jf7 rcs2 y64 jf7 ,3
dd54 hng6 wdz3 tqc85 y64 z33 n04 l65 jf7 q2 ,0
iv57 zj0 upc6 iv57 jf7 nf8 nf8 v33 upc6 hng6 ,4
p4 zj0 nf8 nf8 dd54 u6 jf7 ix86 ax15 ix86 ,1
wdz3 iv57 jf7 y94 n04 p4 q2 z33 z33 dd54 ,0
upc6 dd54 n04 dd54 rcs2 nf8 e48 z33 zj0 z33 ,1
zj0 e48 upc6 rcs2 iv57 nf8 dd54 z33 y94 upc6 ,1
dd54 wdz3 tqc85 p4 n04 ix86 tqc85 jf7 t04 zj0 ,1
oh03 e48 nf8 hng6 t04 y94 nf8 v33 n04 zj0 ,4
fd12 ogu03 t04 z33 fd12 l65 nz5 q2 iv57 ax15 ,2
v33 zj0 wdz3 upc6 upc6 wdz3 wdz3 z33 y64 hng6 ,4
nz5 aoz6 dd54 dd54 hng6 upc6 iv57 q2 tqc85 uds4 ,0
ix86 q2 wdz3 upc6 l65 dd54 p4 wdz3 tqc85 jf7 ,0
upc6 p4 uds4 dd54 wdz3 q2 oh03 oh03 z33 ogu03 ,0
n04 dd54 n04 nf8 aoz6 wdz3 uds4 ix86 zj0 dd54 ,1
y64 p4 p4 e48 aoz6 zj0 uds4 dd54 ogu03 hng6 ,1
hng6 hng6 fd12 q2 y64 iv57 e48 nf8 t04 ax15 ,2
upc6 e48 z33 oh03 nz5 wdz3 dd54 q2 jf7 z33 ,0
oh03 q2 oh03 u6 ix86 y94 dd54 ogu03 jf7 rcs2 ,0
p4 e48 e48 l65 oh03 oh03 zj0 dd54 dd54 upc6 ,1
z33 hng6 ix86 iv57 ax15 rcs2 dd54 nf8 aoz6 q2 ,0
nf8 nf8 fd12 oh03 p4 y94 y64 u6 ax15 q2 ,2
y64 ix86 uds4 u6 q2 jf7 dd54 jf7 tqc85 rcs2 ,0
nz5 u6 aoz6 dd54 zj0 aoz6 y94 jf7 z33 y64 ,1
nz5 aoz6 uds4 nf8 nf8 zj0 dd54 wdz3 hng6 y94 ,1
z33 t04 y94 v33 aoz6 upc6 t04 wdz3 fd12 fd12 ,3
wdz3 ax15 ax15 n04 z33 fd12 aoz6 ogu03 q2 s3 ,2
jf7 p4 z33 nf8 iv57 s3 z33 dd54 iv57 zj0 ,1
uds4 wdz3 q2 rcs2 hng6 n04 ogu03 fd12 upc6 y64 ,2
v33 fd12 ax15 ogu03 ix86 upc6 ogu03 uds4 ogu03 s3 ,3
hng6 fd12 nf8 hng6 q2 u6 z33 y94 hng6 tqc85 ,2
t04 fd12 t04 wdz3 nz5 ogu03 s3 upc6 z33 q2 ,2
u6 zj0 u6 uds4 v33 ix86 oh03 y94 ax15 s3 ,4
dd54 ix86 p4 p4 uds4 oh03 zj0 ix86 e48 y64 ,1
upc6 nf8 v33 wdz3 ogu03 rcs2 uds4 zj0 oh03 oh03 ,4
ogu03 e48 t04 zj0 ogu03 n04 e48 y94 dd54 y94 ,1
ix86 e48 v33 u6 l65 e48 jf7 l65 rcs2 fd12 ,3
p4 rcs2 t04 dd54 uds4 rcs2 q2 y94 aoz6 z33 ,0
u6 n04 v33 tqc85 fd12 ogu03 ix86 ogu03 p4 ix86 ,3
s3 t04 wdz3 aoz6 tqc85 v33 zj0 u6 u6 jf7 ,4
dd54 z33 rcs2 ax15 l65 tqc85 upc6 iv57 q2 upc6 ,0
dd54 nf8 u6 dd54 ax15 uds4 n04 nz5 wdz3 q2 ,0
u6 tqc85 ogu03 ogu03 nf8 rcs2 zj0 v33 l65 ax15 ,4
n04 p4 oh03 fd12 z33 iv57 v33 upc6 nf8 s3 ,3
oh03 p4 q2 ogu03 rcs2 dd54 y64 uds4 wdz3 t04 ,0
fd12 y64 z33 q2 s3 l65 y94 wdz3 nf8 s3 ,2
ix86 fd12 uds4 q2 iv57 s3 wdz3 nz5 ax15 iv57 ,2
rcs2 oh03 jf7 hng6 p4 uds4 v33 s3 n04 fd12 ,3
wdz3 uds4 jf7 y64 v33 uds4 fd12 iv57 ax15 iv57 ,3
l65 ix86 aoz6 p4 l65 aoz6 dd54 aoz6 l65 zj0 ,1
v33 tqc85 hng6 uds4 z33 oh03 y64 nz5 jf7 zj0 ,4
l65 zj0 upc6 aoz6 t04 v33 nz5 y94 ax15 l65 ,4
u6 hng6 nf8 zj0 oh03 e48 v33 y94 upc6 s3 ,4
e48 iv57 v33 s3 nz5 zj0 upc6 nf8 y94 oh03 ,4
y64 zj0 rcs2 oh03 aoz6 zj0 nf8 e48 v33 iv57 ,4
p4 q2 hng6 t04 t04 tqc85 fd12 l65 tqc85 y64 ,2
t04 ogu03 nf8 fd12 t04 ogu03 tqc85 rcs2 nz5 v33 ,3
l65 t04 z33 l65 oh03 u6 e48 l65 fd12 q2 ,2
fd12 q2 ix86 ax15 nz5 e48 upc6 y64 uds4 ogu03 ,2
ix86 u6 dd54 ix86 ax15 y94 ix86 iv57 nz5 q2 ,0
s3 y64 aoz6 zj0 oh03 iv57 upc6 nf8 dd54 dd54 ,1
zj0 n04 u6 y94 n04 ogu03 v33 ix86 iv57 iv57 ,4
zj0 l65 upc6 oh03 p4 e48 ix86 iv57 u6 v33 ,4
dd54 e48 aoz6 hng6 u6 rcs2 iv57 hng6 u6 zj0 ,1
jf7 nz5 jf7 p4 l65 rcs2 dd54 z33 zj0 p4 ,1
z33 nz5 wdz3 y64 zj0 u6 l65 oh03 v33 rcs2 ,4
aoz6 dd54 t04 y94 upc6 zj0 ix86 y94 p4 nz5 ,1
v33 s3 l65 ax15 s3 zj0 rcs2 iv57 u6 p4 ,4
