left,right,match,rule
vj43__ui1___cdo9__jsm0__cdo9__,i1____v72___jy9___vj43__lfc12_,True,0
ui1___vj43__ze83__bzv3__h1____,yj04__i1____vj43__e17___n7____,True,0
tvr11_vj43__f45___hn0___ui1___,lj75__zr6___i1____e95___vj43__,True,0
i1____ab50__bzv3__w2____vj43__,vj43__i1____f37___lfc12_nx2___,True,0
o4____ao1___vj43__lp3___i1____,i1____s9____bx29__vj43__u4____,True,0
e95___fs8___i1____vj43__mgb62_,vj43__ov58__ek6___i7____i1____,True,0
sef9__vj43__tn6___cdo9__i1____,tz3___vj43__rr02__i1____byb9__,True,0
vj43__n52___i1____vj43__lj75__,ui1___h23___mg0___wad07_vj43__,True,0
i1____ab50__yf5___ed7___vj43__,vj43__mgb62_mgb62_i1____fs8___,True,0
tyq0__lfc12_h3____vj43__i1____,v72___rr02__ui1___lj75__vj43__,True,0
vj43__v72___i1____gx81__nx2___,gl5___p1____vj43__h1____i1____,True,0
vj43__dri57_i1____i7____xa55__,vj43__i1____vj22__e95___i1____,True,0
i1____mgb62_hn0___vj43__vj43__,ux54__o4____i1____vj43__f45___,True,0
vj43__i1____n52___mx08__vj43__,rut52_hn0___vj43__i1____f37___,True,0
a53___l07___i1____xrd55_vj43__,h23___vj43__esl6__jy9___ui1___,True,0
vj43__za85__mg0___i1____f45___,sef9__vj43__i1____ek6___f2____,True,0
rut52_ek6___h3____i1____vj43__,i1____vj43__h3____pcc35_zr6___,True,0
hl3___o4____vj43__i1____n1____,lfc12_i1____vj43__rut52_n52___,True,0
i1____vj43__j33___vj43__sz2___,vj43__i1____mg0___bx29__md40__,True,0
ov58__vj43__h23___i1____e17___,k2____u85___vj43__i1____esl6__,True,0
i1____vj43__m59___yf5___i7____,ox74__vj43__ui1___olh3__o4____,True,0
p1____vj43__pcc35_h3____i1____,i1____vj43__vj43__yj04__pcc35_,True,0
esl6__i1____d97___vj43__ov58__,vj43__esl6__i1____h99___xa55__,True,0
i1____ze83__vj43__z37___l0____,i1____yf5___sz2___vj43__tz3___,True,0
vj43__l07___i1____w46___ohi59_,i1____ed7___hl3___jsm0__vj43__,True,0
v72___i1____vj43__f37___pcc35_,qto54_i1____ux54__tvr11_vj43__,True,0
i1____ab50__tyq0__vj43__tz3___,i1____qo7___qo7___hl3___vj43__,True,0
i1____rr02__hn0___vj43__zzy1__,po16__ab50__vj43__tn6___i1____,True,0
fs8___vj43__i1____l0____ed7___,g57___k2____ui1___i7____vj43__,True,0
i1____vj43__wad07_ixk4__xa55__,i1____hu68__w46___vj43__ux54__,True,0
mg0___h23___vj43__h1____i1____,xto84_n7____lp3___vj43__ui1___,True,0
i1____vj43__byb9__i28___vj22__,d45___ui1___nx2___ds90__vj43__,True,0
i1____d45___vj43__qto54_tz3___,ohi59_jy9___i1____vj43__tyq0__,True,0
ox74__fm2___xrd55_vj43__i1____,i1____tz3___vj43__g57___i1____,True,0
ux54__i1____ohi59_u85___vj43__,i1____w46___ed7___vj43__mx08__,True,0
n1____tn6___vj43__i1____vj43__,i1____w46___vj43__tz3___e95___,True,0
ui1___i28___i7____vj43__h3____,vj43__hu68__o87___xa55__i1____,True,0
vj43__k2____i1____ui1___ux87__,vj43__a89___n7____i1____yas1__,True,0
fs8___qo7___v72___ui1___vj43__,vj43__h99___i28___i1____esl6__,True,0
lj75__i1____i7____fm2___vj43__,lj75__gx81__ui1___n7____vj43__,True,0
vj43__m59___bx29__i1____f45___,i1____vj43__h3____n52___ze83__,True,0
ux54__vj43__p1____i1____za85__,ux54__gl5___i1____ov58__vj43__,True,0
yf5___byb9__gx81__vj43__ui1___,l07___wad07_vj43__i1____za85__,True,0
vj43__w2____i1____md40__o87___,vj43__mg0___ohi59_vj43__i1____,True,0
qto54_o4____vj43__i1____n52___,vj43__m59___i1____h3____bx29__,True,0
ui1___vj43__zzy1__mx08__n7____,i1____po16__vj43__ek6___vj22__,True,0
n7____vj43__o87___ui1___i1____,yj04__vj43__o4____i1____vj43__,True,0
l0____ui1___vj43__byb9__wad07_,o4____i1____vj43__p1____tvr11_,True,0
vj43__ohi59_ixk4__ao1___i1____,ek6___bzv3__i1____fm2___vj43__,True,0
ab50__vj43__vj43__esl6__i1____,i1____za85__ux54__xto84_vj43__,True,0
vj43__u4____i1____tvr11_o4____,vj43__j33___vj22__i1____mgb62_,True,0
ze83__yf5___i1____bzv3__vj43__,sef9__vj43__vj43__ui1___hn0___,True,0
tn6___jf4___vj43__i1____mg0___,i1____bru98_vj43__d97___n52___,True,0
e95___i1____v72___ov58__vj43__,i1____tyq0__vj43__dri57_yas1__,True,0
vj43__ohi59_esl6__yf5___i1____,f37___vj43__i1____vj43__gl5___,True,0
i7____i1____vj43__l07___fs8___,f45___i1____j33___dri57_vj43__,True,0
h3____ui1___vj43__zr6___esl6__,wad07_xa55__i1____vj43__e95___,True,0
e17___u4____vj43__ui1___ox74__,i1____ze83__o87___vj43__nx2___,True,0
ed7___n7____vj43__e95___i1____,nx2___yj04__ui1___vj43__n52___,True,0
h3____ui1___xrd55_w46___vj43__,i1____md40__xa55__vj43__bru98_,True,0
l07___i1____cdo9__vj43__i7____,vj43__i1____h1____pcc35_zr6___,True,0
ek6___vj43__j33___i1____jf4___,qo7___vj43__i1____m59___fs8___,True,0
i1____vj43__lj75__nx2___l07___,i1____i28___ui1___vj43__f37___,True,0
i1____hl3___vj43__fm2___tz3___,tyq0__i1____rr02__mx08__vj43__,True,0
fs8___i1____ixk4__vj43__dri57_,jx84__i1____zr6___vj43__za85__,True,0
pcc35_pcc35_ui1___vj43__jy9___,xto84_i7____i1____i1____vj43__,True,0
i1____vj43__esl6__l0____u85___,za85__bru98_fm2___vj43__i1____,True,0
yas1__lp3___vj43__ui1___gx81__,i1____o4____ui1___zr6___vj43__,True,0
y19___ds90__i1____tn6___vj43__,i1____vj43__ui1___ek6___f37___,True,0
s9____i1____vj43__e17___y19___,vj43__tyq0__ui1___fs8___ui1___,True,0
zzy1__i1____md40__sz2___vj43__,ui1___ux54__i1____fm2___vj43__,True,0
bru98_i1____yj04__vj43__g57___,xa55__bzv3__ui1___vj43__fm2___,True,0
n7____i1____vj43__h23___cdo9__,vj43__ze83__lp3___bzv3__i1____,True,0
i1____l07___vj43__ao1___cdo9__,vj43__i1____zzy1__byb9__ab50__,True,0
l07___vj43__i1____y19___vj43__,o4____tyq0__vj43__mgb62_i1____,True,0
g57___vj43__ui1___p1____e95___,l07___m59___vj43__i1____h3____,True,0
vj43__h3____ui1___ohi59_lp3___,ui1___ds90__vj43__gl5___gl5___,True,0
vj43__y19___pcc35_i1____i1____,i1____zal81_yj04__o4____vj43__,True,0
fm2___ux87__mx08__i1____vj43__,hl3___i1____zzy1__vj43__jsm0__,True,0
tz3___vj43__ui1___i28___jsm0__,i1____tz3___jsm0__rr02__vj43__,True,0
i1____xrd55_vj43__lp3___yj04__,f45___i1____fs8___vj43__sef9__,True,0
vj43__l0____wad07_ds90__i1____,f2____za85__vj43__i1____ek6___,True,0
vj43__i1____xto84_esl6__p1____,i1____fs8___vj43__v72___qto54_,True,0
i1____bru98_vj43__f45___h1____,i1____zr6___gl5___vj43__ixk4__,True,0
ek6___vj43__ixk4__i1____e17___,o87___vj43__i1____m59___ed7___,True,0
h99___ux54__vj43__i1____bx29__,l07___v72___i1____vj43__esl6__,True,0
ybj0__lj75__p1____i1____vj43__,byb9__fm2___vj43__dri57_i1____,True,0
fs8___gx81__p1____i1____vj43__,i1____bru98_qto54_xrd55_vj43__,True,0
i1____vj43__po16__ybj0__ov58__,vj43__i1____olh3__vj43__w2____,True,0
vj43__ox74__i1____s9____l0____,o87___w46___ui1___vj43__p1____,True,0
yas1__vj43__e17___ybj0__i1____,hn0___vj43__nx2___i1____tvr11_,True,0
vj43__dri57_i1____i28___mg0___,byb9__esl6__n7____vj43__i1____,True,0
u4____ds90__f2____vj43__i1____,ao1___za85__p1____vj43__i1____,True,0
i1____h3____sef9__vj43__ov58__,e17___rut52_vj43__vj43__i1____,True,0
ze83__ux54__ek6___ui1___vj43__,i1____vj43__f45___yas1__n52___,True,0
i1____vj43__a53___e17___d45___,i1____i28___w2____h99___vj43__,True,0
vj43__jy9___i1____h1____dri57_,vj43__qto54_h99___i1____cdo9__,True,0
i1____esl6__a53___vj43__ab50__,ixk4__g57___i1____vj43__ao1___,True,0
d45___vj43__zzy1__i1____vj43__,i1____xa55__v72___i7____vj43__,True,0
mx08__i1____bru98_vj43__ohi59_,vj43__a53___d97___j33___i1____,True,0
hu68__i1____yas1__vj43__vj43__,vj43__h1____h23___ui1___ox74__,True,0
vj43__yf5___ov58__mg0___ui1___,i1____tz3___vj43__zr6___xrd55_,True,0
i1____z37___mgb62_vj43__o4____,i1____vj43__qto54_vj43__ao1___,True,0
i1____vj43__ze83__s9____ux87__,mx08__lj75__ao1___vj43__i1____,True,0
vj22__vj43__i1____n52___v72___,vj43__u4____sef9__n52___i1____,True,0
vj43__ui1___fs8___y19___md40__,i1____bzv3__nx2___vj43__fs8___,True,0
i7____i1____wad07_vj43__w2____,gx81__ui1___w2____vj43__jy9___,True,0
y19___i1____vj43__yj04__hl3___,lp3___vj43__g57___vj43__i1____,True,0
za85__ui1___dri57_vj43__o4____,vj22__cdo9__i1____bx29__vj43__,True,0
i1____ox74__bru98_cdo9__vj43__,wad07_i1____e95___k2____vj43__,True,0
ab50__i7____ab50__i1____vj43__,i1____fm2___d97___v72___vj43__,True,0
i1____pcc35_fs8___a89___vj43__,byb9__o4____vj43__olh3__ui1___,True,0
vj43__vj43__i1____ixk4__hl3___,fs8___vj43__g57___p1____i1____,True,0
yf5___tvr11_vj43__yf5___i1____,i1____fs8___vj43__fm2___ab50__,True,0
vj43__md40__i1____vj43__ze83__,u4____ui1___yas1__u85___vj43__,True,0
i1____vj43__l0____bru98_m59___,mx08__d45___vj43__za85__i1____,True,0
p1____ui1___vj43__ui1___bzv3__,vj43__i1____vj43__f2____u85___,True,0
vj43__v72___i1____h23___qo7___,xto84_i1____bzv3__vj43__gl5___,True,0
o4____ui1___pcc35_g57___vj43__,vj43__i1____mgb62_w46___lp3___,True,0
nx2___i1____f2____vj43__jsm0__,l07___olh3__wad07_vj43__i1____,True,0
jf4___i1____wad07_qto54_vj43__,vj43__gl5___i1____jsm0__u4____,True,0
vj43__hl3___i1____gx81__ux87__,j33___yf5___vj43__tvr11_ui1___,True,0
lfc12_ux54__i1____vj43__tyq0__,ze83__i1____jx84__vj43__ybj0__,True,0
dri57_vj43__i1____nx2___o87___,f2____vj43__ek6___bzv3__i1____,True,0
i1____lp3___o4____vj43__ux54__,vj43__i1____qto54_vj22__vj43__,True,0
ui1___esl6__vj43__olh3__xa55__,vj43__vj43__i1____u4____i1____,True,0
i1____hu68__l0____vj43__qo7___,vj43__ohi59_n52___vj43__i1____,True,0
tz3___i1____u4____ao1___vj43__,u4____vj43__i1____yf5___tn6___,True,0
vj43__md40__f45___i1____n7____,vj43__fs8___h99___i1____gx81__,True,0
xrd55_i1____bru98_h3____vj43__,ek6___i1____k2____vj43__f45___,True,0
i1____w2____ed7___bzv3__vj43__,i1____tn6___vj43__rut52_jsm0__,True,0
vj43__v72___e95___i1____lj75__,ux87__nx2___vj43__i1____mx08__,True,0
ux54__i1____vj43__f45___tyq0__,vj43__vj43__vj43__xrd55_ui1___,True,0
tz3___ui1___n1____za85__vj43__,yas1__vj43__i1____tvr11_sef9__,True,0
vj43__ao1___nx2___ixk4__i1____,vj43__vj43__sz2___i1____ov58__,True,0
i7____i1____vj43__s9____ohi59_,esl6__h1____i1____n1____vj43__,True,0
md40__i1____vj43__po16__o87___,po16__vj43__i1____mg0___n1____,True,0
i28___sz2___vj43__h99___ui1___,bru98_vj43__n1____i1____ux87__,True,0
vj43__i1____fs8___ab50__jsm0__,ui1___vj43__lj75__wad07_e95___,True,0
md40__i1____vj22__vj43__n1____,vj43__ek6___i1____hl3___qto54_,True,0
zzy1__i1____vj43__i28___ui1___,d97___wad07_i1____olh3__vj43__,True,0
vj43__zal81_rr02__hn0___i1____,i1____vj43__zzy1__l0____s9____,True,0
vj43__j33___f2____i1____hn0___,i1____ek6___pcc35_vj43__jf4___,True,0
i1____md40__vj43__fs8___o87___,hn0___wad07_vj43__ek6___i1____,True,0
i1____vj43__sef9__jsm0__tn6___,tn6___vj43__ux87__i1____gl5___,True,0
i1____vj43__vj43__yas1__f45___,ao1___i1____vj43__g57___lfc12_,True,0
vj43__ybj0__i1____z37___ao1___,i1____yf5___bzv3__hu68__vj43__,True,0
i1____e95___zr6___hl3___vj43__,i1____vj43__hl3___i1____hu68__,True,0
vj43__i1____rr02__qto54_z37___,w2____i1____vj43__za85__o4____,True,0
h99___bru98_i1____ohi59_vj43__,tz3___vj43__w2____i1____esl6__,True,0
ui1___n52___za85__nx2___vj43__,yas1__i1____qto54_vj43__zal81_,True,0
vj43__jx84__ze83__i1____mgb62_,k2____h99___gl5___i1____vj43__,True,0
mg0___d45___i1____bx29__vj43__,fm2___l0____ui1___vj43__jsm0__,True,0
zal81_jsm0__vj43__i1____h3____,dri57_mg0___vj43__xto84_ui1___,True,0
vj43__y19___d97___i1____tn6___,ui1___vj43__gx81__vj22__u4____,True,0
m59___vj43__bru98_i1____w46___,ed7___tn6___vj43__i1____a53___,True,0
ds90__m59___vj43__ybj0__i1____,ohi59_qto54_i1____vj43__o87___,True,0
tz3___hn0___i1____vj43__g57___,vj43__pcc35_a89___z37___i1____,True,0
ze83__mg0___ixk4__vj43__ui1___,vj43__n7____ux54__jx84__ui1___,True,0
g57___i1____ohi59_vj43__byb9__,ui1___h3____rr02__vj43__tn6___,True,0
wad07_bzv3__vj43__n7____ui1___,ohi59_vj43__e17___i1____xrd55_,True,0
h23___w46___vj43__lfc12_ui1___,i1____i28___ze83__d45___vj43__,True,0
i1____vj43__o4____vj43__pcc35_,vj43__h1____i1____fm2___h23___,True,0
w2____e95___ui1___jy9___vj43__,n1____cdo9__vj43__u85___ui1___,True,0
h3____i1____vj43__yas1__l0____,yas1__i1____i28___n7____vj43__,True,0
vj43__sef9__pcc35_ui1___vj43__,i1____vj43__h23___i1____ux54__,True,0
i1____vj43__i1____yj04__i1____,v72___xrd55_lj75__i1____vj43__,True,0
vj43__a53___m59___cdo9__i1____,ui1___v72___vj43__j33___zal81_,True,0
d45___vj43__bzv3__tvr11_i1____,vj43__jx84__i1____esl6__f45___,True,0
ek6___esl6__i1____zr6___vj43__,h23___i1____vj43__qo7___n7____,True,0
ybj0__i1____vj43__yas1__d97___,vj43__ohi59_ao1___i1____ds90__,True,0
s9____mg0___ui1___vj43__i1____,vj43__lj75__i1____s9____lp3___,True,0
bru98_ui1___vj43__l0____ov58__,yf5___olh3__vj43__i7____i1____,True,0
vj43__bx29__i1____hn0___f37___,dri57_dri57_vj43__i1____jsm0__,True,0
vj43__vj43__i1____ohi59_g57___,pcc35_vj43__i1____ao1___hl3___,True,0
vj43__sef9__vj43__h99___ui1___,i1____hu68__zzy1__o87___vj43__,True,0
jsm0__ui1___yf5___vj43__hn0___,i1____qo7___n52___jf4___vj43__,True,0
vj43__h23___esl6__jsm0__i1____,u4____sz2___sef9__i1____vj43__,True,0
p1____i1____vj43__hu68__u4____,vj43__i1____hu68__i1____jf4___,True,0
h99___i1____vj43__n7____i1____,i1____gl5___bzv3__vj43__u4____,True,0
k2____vj43__mg0___lp3___ui1___,i1____ux54__ds90__vj43__o87___,True,0
qo7___vj43__gl5___i1____i1____,ybj0__qto54_ui1___vj43__byb9__,True,0
vj43__vj43__i1____n7____jx84__,yj04__i1____w2____vj43__yj04__,True,0
fm2___vj43__u85___i1____ixk4__,vj43__ao1___e17___bru98_i1____,True,0
vj43__i1____n52___xto84_tz3___,gl5___sz2___j33___ui1___vj43__,True,0
tvr11_h1____vj43__h1____ui1___,vj43__zal81_f45___i1____a89___,True,0
vj43__n1____i1____n52___k2____,rut52_xto84_i1____nx2___vj43__,True,0
jx84__vj43__ui1___rr02__k2____,vj43__nx2___ixk4__i1____tyq0__,True,0
vj43__jsm0__i1____lp3___fm2___,n52___za85__i1____vj43__d45___,True,0
vj43__s9____ds90__d45___i1____,ui1___ds90__hl3___vj43__zzy1__,True,0
vj43__olh3__v72___i1____w46___,ux87__ox74__i1____mx08__vj43__,True,0
o4____bzv3__vj43__rr02__i1____,sz2___i1____pcc35_vj43__ab50__,True,0
vj43__h23___v72___ed7___i1____,vj43__tn6___z37___i1____bzv3__,True,0
bzv3__i1____vj43__ixk4__p1____,wad07_ux54__ixk4__i1____vj43__,True,0
i1____h3____qo7___n7____vj43__,vj22__i1____vj43__y19___i1____,True,0
olh3__vj43__i1____zr6___lj75__,i1____gx81__ux87__h99___vj43__,True,0
z37___ox74__ui1___vj43__n1____,tz3___vj43__l0____e17___i1____,True,0
g57___mx08__i1____vj43__vj43__,vj43__vj43__pcc35_rr02__ui1___,True,0
i1____vj43__dri57_i28___v72___,i1____w46___vj43__f45___gx81__,True,0
yf5___vj43__ui1___ed7___tyq0__,w2____vj43__hn0___i1____bzv3__,True,0
n52___s9____qto54_ui1___vj43__,d45___vj43__d45___rut52_i1____,True,0
ab50__k2____i1____vj43__d97___,yf5___s9____vj43__i1____jy9___,True,0
hn0___vj43__esl6__gl5___i1____,i1____vj43__ek6___bru98_l07___,True,0
e17___vj43__ixk4__i1____f37___,n7____i1____vj43__a89___qto54_,True,0
tz3___y19___vj43__lp3___i1____,olh3__jsm0__i1____vj43__fs8___,True,0
byb9__tn6___vj43__i1____i28___,md40__z37___vj43__i1____jf4___,True,0
po16__vj43__gx81__ui1___xto84_,vj43__hl3___i1____w46___ux87__,True,0
v72___i1____n7____tvr11_vj43__,ox74__i1____vj43__ybj0__ov58__,True,0
vj43__hu68__mx08__md40__i1____,s9____vj43__i1____h23___yas1__,True,0
zal81_n1____vj43__i1____gx81__,i1____za85__vj43__yj04__ox74__,True,0
i1____e17___jy9___qto54_vj43__,za85__vj43__ui1___byb9__fs8___,True,0
vj43__i1____qo7___po16__o4____,i1____tvr11_j33___vj43__e95___,True,0
hu68__w46___i1____xrd55_vj43__,za85__vj43__f37___n1____i1____,True,0
vj43__h1____h23___bru98_i1____,i1____u4____vj43__z37___s9____,True,0
f2____rr02__i1____h1____vj43__,xa55__vj43__f37___vj43__i1____,True,0
vj43__i1____tz3___pcc35_e17___,m59___vj43__xrd55_i1____po16__,True,0
d97___ov58__vj43__tyq0__i1____,gl5___vj43__ui1___olh3__ybj0__,True,0
vj43__xto84_i1____jf4___ao1___,i1____h23___i28___a53___vj43__,True,0
za85__vj43__tvr11_cdo9__ui1___,jy9___i1____ek6___ek6___vj43__,True,0
vj43__tz3___i1____hn0___k2____,ux87__o4____w46___vj43__i1____,True,0
lfc12_vj43__vj43__i1____gx81__,y19___ui1___vj43__ohi59_i28___,True,0
g57___rut52_vj43__za85__i1____,jx84__xa55__i1____tn6___vj43__,True,0
hn0___i1____vj43__z37___rut52_,vj43__md40__i1____tyq0__ux87__,True,0
vj43__fm2___y19___i1____i7____,i1____ohi59_wad07_vj43__sz2___,True,0
vj43__a53___l07___esl6__i1____,xto84_vj43__l0____n52___i1____,True,0
zr6___vj43__tvr11_ui1___m59___,h99___vj43__j33___lp3___i1____,True,0
vj43__hn0___i1____po16__w46___,vj43__i1____l0____rut52_xrd55_,True,0
p1____bx29__i1____vj43__bzv3__,i1____vj43__za85__lfc12_i1____,True,0
f45___dri57_i1____n1____vj43__,l07___jf4___vj43__z37___i1____,True,0
ui1___vj43__hl3___mgb62_sz2___,i1____vj43__md40__hn0___d45___,True,0
po16__i1____vj43__za85__l07___,vj43__ds90__mgb62_vj43__i1____,True,0
h23___vj43__ao1___y19___i1____,z37___vj43__ek6___bru98_i1____,True,0
xto84_i1____e17___vj43__f45___,ui1___h23___o87___jx84__vj43__,True,0
i1____po16__vj43__mgb62_bx29__,rr02__jsm0__vj43__i1____hn0___,True,0
yas1__tyq0__i1____qto54_vj43__,sef9__i1____vj43__jsm0__f37___,True,0
i1____zzy1__bzv3__vj43__esl6__,vj43__i1____jf4___j33___lp3___,True,0
ixk4__gl5___fs8___i1____vj43__,f37___h3____i1____vj43__ui1___,True,0
bzv3__i1____g57___vj43__vj22__,vj43__i1____ds90__k2____g57___,True,0
yj04__i1____vj43__s9____m59___,e95___i1____tn6___yas1__vj43__,True,0
vj43__i28___ui1___vj43__hn0___,i1____i1____n1____vj43__gl5___,True,0
sz2___mg0___ui1___vj43__ze83__,vj43__lp3___a53___s9____i1____,True,0
d97___ek6___ux87__i1____vj43__,vj43__i1____po16__tn6___i1____,True,0
ek6___ox74__vj43__i1____jsm0__,mx08__i1____qto54_vj43__jsm0__,True,0
vj43__d45___gl5___i1____ek6___,po16__i1____vj43__xa55__vj22__,True,0
ov58__o4____vj43__i1____u85___,p1____ui1___vj43__v72___qto54_,True,0
ao1___vj43__xto84_i1____md40__,d45___l0____n1____i1____vj43__,True,0
u85___xto84_f2____vj43__i1____,i1____vj43__hu68__i28___a53___,True,0
p1____ox74__vj43__sef9__i1____,vj43__jf4___d45___ohi59_i1____,True,0
vj43__xto84_i1____j33___byb9__,byb9__jf4___ui1___vj43__f45___,True,0
vj43__tvr11_i1____f45___mgb62_,vj43__ox74__fs8___vj43__ui1___,True,0
gx81__nx2___i1____ux54__vj43__,f45___k2____ui1___ov58__vj43__,True,0
h1____vj43__i1____p1____o87___,yf5___i1____e95___vj43__dri57_,True,0
jsm0__o4____p1____i1____vj43__,dri57_jx84__vj43__i1____ybj0__,True,0
vj43__tn6___sz2___i1____ybj0__,i1____vj43__jx84__dri57_yf5___,True,0
lfc12_byb9__vj43__p1____i1____,tyq0__vj43__i1____a89___qo7___,True,0
vj43__zal81_w46___i1____zal81_,ab50__ds90__i1____ui1___vj43__,True,0
h99___vj43__gx81__i1____ao1___,vj43__ux87__n52___i1____ox74__,True,0
i1____vj43__ed7___h3____hu68__,ui1___vj43__p1____dri57_yas1__,True,0
ze83__ox74__vj43__i1____p1____,o4____ek6___vj43__i1____nx2___,True,0
cdo9__sz2___i1____vj43__qto54_,vj43__sz2___i1____v72___i1____,True,0
yas1__ybj0__vj43__l0____i1____,i1____vj43__gl5___bzv3__olh3__,True,0
hu68__jy9___xrd55_vj43__i1____,i1____n1____h3____vj43__i1____,True,0
vj43__ux87__u4____h1____i1____,jf4___i1____vj43__tn6___tvr11_,True,0
i1____po16__tz3___a53___vj43__,o4____vj43__ybj0__ui1___vj43__,True,0
i7____h1____a53___i1____vj43__,i1____vj43__yas1__wad07_ov58__,True,0
rr02__i1____vj43__z37___f37___,zzy1__i1____ixk4__m59___vj43__,True,0
vj43__lfc12_j33___ox74__i1____,i1____fs8___vj43__i7____pcc35_,True,0
h99___po16__vj43__i1____rr02__,l07___vj43__xto84_i1____tz3___,True,0
i1____n52___lj75__vj43__yj04__,i1____vj43__e95___sef9__cdo9__,True,0
e95___l07___ui1___vj43__s9____,i1____ov58__sz2___vj43__zzy1__,True,0
yf5___i1____pcc35_vj43__ybj0__,m59___o4____ui1___ds90__vj43__,True,0
rr02__i1____lj75__rut52_vj43__,yf5___h99___zr6___i1____vj43__,True,0
h3____xrd55_vj43__ui1___n1____,vj43__tyq0__tz3___i1____nx2___,True,0
f2____vj43__i1____nx2___tn6___,e95___xa55__n7____vj43__i1____,True,0
a53___vj43__yf5___i1____tn6___,vj43__d97___e95___i1____sef9__,True,0
hu68__i1____vj43__d45___zr6___,pcc35_i1____vj43__ox74__md40__,True,0
vj43__a53___i1____md40__qto54_,i1____vj43__n1____n1____qto54_,True,0
yf5___hu68__zal81_i1____vj43__,i7____md40__i28___vj43__ui1___,True,0
tyq0__vj43__f45___i1____zzy1__,tvr11_vj43__jx84__i1____w2____,True,0
f45___i1____ze83__tn6___vj43__,ohi59_i1____v72___vj43__e95___,True,0
i1____tyq0__g57___vj43__lp3___,ov58__ov58__sz2___vj43__i1____,True,0
vj43__i28___sz2___i1____a53___,e17___ux87__i1____za85__vj43__,True,0
zr6___d45___i1____vj43__byb9__,vj43__d45___zr6___i1____byb9__,True,0
jy9___o4____ui1___po16__vj43__,f37___hu68__vj43__i1____n52___,True,0
d45___esl6__y19___i1____vj43__,rr02__k2____mx08__vj43__ui1___,True,0
l07___i1____w46___vj43__f2____,zal81_u85___vj43__i1____jsm0__,True,0
j33___i1____ao1___qto54_vj43__,z37___k2____i1____ybj0__vj43__,True,0
esl6__fm2___i1____vj43__jf4___,i1____n52___ab50__vj43__w2____,True,0
ixk4__md40__vj43__i1____s9____,u85___mg0___i1____xrd55_vj43__,True,0
vj43__ds90__za85__jf4___i1____,sz2___hn0___i1____u85___vj43__,True,0
ui1___yas1__ixk4__vj43__u4____,jy9___yj04__vj43__i1____md40__,True,0
vj43__tn6___tz3___ui1___fm2___,vj43__h23___ui1___ab50__s9____,True,0
s9____i1____i1____vj43__i7____,d45___fs8___olh3__vj43__i1____,True,0
fs8___vj43__rut52_ui1___esl6__,jf4___i1____vj43__ed7___vj22__,True,0
h99___vj43__ox74__i1____h1____,i1____bzv3__bx29__fs8___vj43__,True,0
i28___olh3__vj43__i1____i1____,i1____vj43__bru98_ab50__ohi59_,True,0
sef9__ds90__i1____vj43__olh3__,vj43__fm2___i1____rr02__h99___,True,0
i1____vj43__fm2___u85___lp3___,lp3___tyq0__ui1___vj43__yas1__,True,0
v72___i1____vj43__ohi59_z37___,ui1___f37___tvr11_za85__vj43__,True,0
xto84_tn6___o4____vj43__i1____,jsm0__lfc12_vj43__qo7___i1____,True,0
gl5___i1____u85___vj43__tn6___,vj43__e95___jx84__gx81__i1____,True,0
yj04__i1____vj43__wad07_hl3___,lj75__vj43__i1____fm2___ybj0__,True,0
i1____nx2___tz3___jsm0__vj43__,i1____vj43__lj75__lj75__j33___,True,0
sz2___i1____vj43__w46___i1____,i28___zzy1__n7____i1____vj43__,True,0
ux54__i1____n7____vj43__vj43__,vj43__n7____g57___ui1___ao1___,True,0
i1____mgb62_d97___bzv3__vj43__,lj75__ui1___y19___y19___vj43__,True,0
h99___vj43__bru98_ui1___v72___,hl3___i1____ohi59_u85___vj43__,True,0
i1____dri57_vj43__bzv3__tyq0__,k2____bzv3__i1____esl6__vj43__,True,0
vj43__ohi59_i1____cdo9__j33___,rr02__vj43__i1____ybj0__f45___,True,0
i1____o87___yf5___a89___vj43__,vj43__vj43__bzv3__lfc12_ui1___,True,0
i1____vj43__i28___ixk4__j33___,vj43__i7____i7____jf4___i1____,True,0
i1____bzv3__zal81_vj43__wad07_,xto84_vj43__ov58__ui1___lfc12_,True,0
sz2___vj43__ox74__lp3___i1____,vj43__gx81__rut52_f2____i1____,True,0
ixk4__vj43__f37___i1____gl5___,h1____vj43__ui1___olh3__f2____,True,0
rr02__hn0___vj43__h1____i1____,sz2___i1____vj43__ux87__ux54__,True,0
bru98_vj22__i1____o87___vj43__,i1____ohi59_hn0___byb9__vj43__,True,0
h1____ed7___vj43__i1____vj43__,u4____ao1___vj43__nx2___i1____,True,0
lj75__sef9__ui1___vj43__jf4___,vj43__hu68__i1____qo7___f2____,True,0
vj43__byb9__ui1___ui1___ohi59_,vj43__ao1___h3____ui1___sz2___,True,0
o4____pcc35_o4____vj43__i1____,z37___vj43__a53___jy9___i1____,True,0
i1____vj43__i1____f37___tn6___,dri57_i1____d97___ed7___vj43__,True,0
i1____vj43__zzy1__fm2___h99___,ohi59_ohi59_fs8___vj43__i1____,True,0
ui1___ybj0__olh3__vj43__h99___,ui1___f37___i28___vj43__olh3__,True,0
xto84_vj43__i1____n1____olh3__,m59___n1____ux87__i1____vj43__,True,0
nx2___j33___vj43__i1____yj04__,nx2___i1____f37___vj43__v72___,True,0
